Variant Name,Variant SKU,Issued At,Realized COGS,Potential COGS,Realized Profit,Potential Profit,Realized Tax,Realized Discount,Potential Tax,Potential Discount,Total Sales,Quantity
60 ml,6130,08/10/2017,40.68,0,55.32,0,0,0,0,0,96,2
50 ml,7810,13/10/2017,40.2559,0,55.7441,0,0,0,0,0,96,2
60 ml,9170,28/10/2017,35.4326,0,60.5674,0,0,0,0,0,96,2
60 ml,7800,14/10/2017,40.68,0,55.32,0,0,0,0,0,96,2
Perfect Cleansing Oil,3140,25/10/2017,33.3,0,62.7,0,0,0,0,0,96,2
30 ml,3350,05/10/2017,41.92,0,54.08,0,0,0,0,0,96,2
30 ml,3350,21/10/2017,41.92,0,54.08,0,0,0,0,0,96,2
60 ml,7690,09/10/2017,40.68,0,55.32,0,0,0,0,0,96,2
88 ml,7820,22/10/2017,40.5526,0,55.4474,0,0,0,0,0,96,2
88 ml,7820,23/10/2017,40.5526,0,55.4474,0,0,0,0,0,96,2
60 ml,7760,20/10/2017,40.6362,0,55.3638,0,0,0,0,0,96,2
60 ml,7690,01/10/2017,40.68,0,55.32,0,0,0,0,0,96,2
Resist Anti-Aging Eye Cream,7900,04/10/2017,40.68,0,55.32,0,0,0,0,0,96,2
60 ml,6130,13/10/2017,40.68,0,55.32,0,0,0,0,0,96,2
60 ml,6130,31/10/2017,40.68,0,55.32,0,0,0,0,0,96,2
60 ml,7690,02/10/2017,40.68,0,55.32,0,0,0,0,0,96,2
88 ml,7820,11/10/2017,40.454,0,55.546,0,0,0,0,0,96,2
50 ml,7610,03/10/2017,40.68,0,55.32,0,0,0,0,0,96,2
60 ml,7690,06/10/2017,40.68,0,55.32,0,0,0,0,0,96,2
60 ml,6130,22/10/2017,40.68,0,55.32,0,0,0,0,0,96,2
50 ml,7610,01/10/2017,40.68,0,55.32,0,0,0,0,0,96,2
Resist Anti-Aging Eye Gel,2140,08/10/2017,43.832,0,52.168,0,0,0,0,0,96,2
88 ml,7820,17/10/2017,40.5526,0,55.4474,0,0,0,0,0,96,2
88 ml,7820,03/10/2017,40.454,0,55.546,0,0,0,0,0,96,2
60 ml,7760,29/10/2017,40.6362,0,55.3638,0,0,0,0,0,96,2
60 ml,7690,15/10/2017,40.68,0,55.32,0,0,0,0,0,96,2
50 ml,7610,30/10/2017,40.68,0,55.32,0,0,0,0,0,96,2
60 ml,7690,29/10/2017,40.68,0,55.32,0,0,0,0,0,96,2
88 ml,7820,19/10/2017,40.5526,0,55.4474,0,0,0,0,0,96,2
60 ml,9170,23/10/2017,35.4326,0,60.5674,0,0,0,0,0,96,2
Resist Anti-Aging Eye Gel,2140,12/10/2017,43.832,0,52.168,0,0,0,0,0,96,2
50 ml,7810,07/10/2017,40.1302,0,55.8698,0,0,0,0,0,96,2
88 ml,7820,26/10/2017,40.5526,0,55.4474,0,0,0,0,0,96,2
88 ml,7820,21/10/2017,40.5526,0,55.4474,0,0,0,0,0,96,2
30 ml,3250,09/10/2017,0,0,96,0,0,0,0,0,96,2
60 ml,7760,13/10/2017,40.6289,0,55.3711,0,0,0,0,0,96,2
60 ml,9170,12/10/2017,34.9086,0,61.0914,0,0,0,0,0,96,2
50 ml,7610,21/10/2017,40.68,0,55.32,0,0,0,0,0,96,2
60 ml,7970,28/10/2017,43.96,0,52.04,0,0,0,0,0,96,2
60 ml,7760,16/10/2017,60.9543,0,35.0457,0,0,48,0,0,96,3
60 ml,7760,25/10/2017,40.6362,0,55.3638,0,0,0,0,0,96,2
60 ml,9180,28/10/2017,35.76,0,60.24,0,0,0,0,0,96,2
88 ml,7820,27/10/2017,40.5526,0,55.4474,0,0,0,0,0,96,2
60 ml,5570,26/10/2017,38.22,0,57.78,0,0,0,0,0,96,2
Earth Sourced Natural Kit,4900,01/10/2017,25.9,0,67.1,0,0,0,0,0,93,1
210 ml,5700,09/10/2017,32.0596,0,57.9404,0,0,0,0,0,90,2
210 ml,5700,30/10/2017,32.0596,0,57.9404,0,0,0,0,0,90,2
Clear Extra Strength Acne Kit,4750,20/10/2017,37.4902,0,52.5098,0,0,0,0,0,90,1
210 ml,5700,03/10/2017,32.0596,0,57.9404,0,0,0,0,0,90,2
Clear Extra Strength Acne Kit,4750,22/10/2017,37.4902,0,52.5098,0,0,0,0,0,90,1
Clear Extra Strength Acne Kit,4750,29/10/2017,37.4902,0,52.5098,0,0,0,0,0,90,1
Clear Extra Strength Acne Kit,4750,26/10/2017,37.4902,0,52.5098,0,0,0,0,0,90,1
67 ml,6110,16/10/2017,34.8369,0,55.1631,0,0,0,0,0,90,3
210 ml,5900,24/10/2017,34.52,0,55.48,0,0,0,0,0,90,2
Clear Extra Strength Acne Kit,4750,07/10/2017,37.4864,0,52.5136,0,0,0,0,0,90,1
210 ml,5700,31/10/2017,32.0596,0,57.9404,0,0,0,0,0,90,2
210 ml,5900,04/10/2017,34.52,0,55.48,0,0,0,0,0,90,2
210 ml,5900,31/10/2017,34.52,0,55.48,0,0,0,0,0,90,2
15 ml,7850,26/10/2017,33.9,0,54.1,0,0,0,0,0,88,1
15 ml,7850,03/10/2017,33.9,0,54.1,0,0,0,0,0,88,1
Clear Regular Strength Acne Kit,4700,28/10/2017,35.6548,0,52.3452,0,0,0,0,0,88,1
Resist BHA Exfoliant Set,4960,12/10/2017,42.4066,0,45.5934,0,0,0,0,0,88,1
15 ml,7850,28/10/2017,33.9,0,54.1,0,0,0,0,0,88,1
Clear Regular Strength Acne Kit,4700,29/10/2017,35.6548,0,52.3452,0,0,0,0,0,88,1
30 ml,8010,31/10/2017,34.4169,0,53.5831,0,0,0,0,0,88,1
15 ml,7850,19/10/2017,33.9,0,54.1,0,0,0,0,0,88,1
Clear Regular Strength Acne Kit,4700,03/10/2017,35.651,0,52.349,0,0,0,0,0,88,1
15 ml,7850,07/10/2017,33.9,0,54.1,0,0,0,0,0,88,1
15 ml,7850,27/10/2017,33.9,0,54.1,0,0,0,0,0,88,1
Clear Regular Strength Acne Kit,4700,04/10/2017,35.651,0,52.349,0,0,0,0,0,88,1
30 ml,8010,19/10/2017,34.4169,0,53.5831,0,0,0,0,0,88,1
30 ml,8010,08/10/2017,34.3198,0,53.6802,0,0,0,0,0,88,1
15 ml,7850,12/10/2017,33.9,0,54.1,0,0,0,0,0,88,1
30 ml,8010,29/10/2017,34.4169,0,53.5831,0,0,0,0,0,88,1
30 ml,8010,04/10/2017,34.3198,0,53.6802,0,0,0,0,0,88,1
Clear Regular Strength Acne Kit,4700,12/10/2017,35.651,0,52.349,0,0,0,0,0,88,1
30 ml,8010,16/10/2017,34.4169,0,53.5831,0,0,0,0,0,88,1
Clear Regular Strength Acne Kit,4700,21/10/2017,35.6548,0,52.3452,0,0,0,0,0,88,1
30 ml,8010,10/10/2017,34.3198,0,53.6802,0,0,0,0,0,88,1
118 ml,6210,19/10/2017,35.76,0,50.24,0,0,0,0,0,86,2
Resist for Wrinkles + Breakouts Exfoliant & Moisturizer Set,4970,05/10/2017,40.567,0,45.433,0,0,0,0,0,86,1
118 ml,6210,30/10/2017,35.76,0,50.24,0,0,0,0,0,86,2
118 ml,2010,10/10/2017,35.76,0,50.24,0,0,0,0,0,86,2
Resist for Wrinkles + Breakouts Exfoliant & Moisturizer Set,4970,04/10/2017,40.567,0,45.433,0,0,0,0,0,86,1
118 ml,2010,13/10/2017,35.76,0,50.24,0,0,0,0,0,86,2
Resist for Wrinkles + Breakouts Exfoliant & Moisturizer Set,4970,30/10/2017,40.6163,0,45.3837,0,0,0,0,0,86,1
118 ml,6210,13/10/2017,35.76,0,50.24,0,0,0,0,0,86,2
118 ml,2010,01/10/2017,35.76,0,50.24,0,0,0,0,0,86,2
118 ml,2010,04/10/2017,35.76,0,50.24,0,0,0,0,0,86,2
100 ml,2051,02/10/2017,37.7364,0,48.2636,0,0,0,0,0,86,2
118 ml,2010,24/10/2017,35.76,0,50.24,0,0,0,0,0,86,2
Skin Perfecting 8% AHA (Glycolic Acid) Lotion,2060,05/10/2017,39.96,0,46.04,0,0,0,0,0,86,2
118 ml,2010,19/10/2017,35.76,0,50.24,0,0,0,0,0,86,2
100 ml,1900,23/10/2017,35.76,0,50.24,0,0,0,0,0,86,2
118 ml,2010,17/10/2017,35.76,0,50.24,0,0,0,0,0,86,2
100 ml,2040,02/10/2017,35.76,0,50.24,0,0,0,0,0,86,2
118 ml,2010,20/10/2017,35.76,0,50.24,0,0,0,0,0,86,2
60 ml,3400,05/10/2017,35.76,0,48.24,0,0,0,0,0,84,2
60 ml,1720,12/10/2017,35.74,0,48.26,0,0,0,0,0,84,2
60 ml,3400,03/10/2017,35.76,0,48.24,0,0,0,0,0,84,2
60 ml,3400,10/10/2017,35.76,0,48.24,0,0,0,0,0,84,2
60 ml,3400,21/10/2017,35.76,0,48.24,0,0,0,0,0,84,2
60 ml,3400,01/10/2017,35.76,0,48.24,0,0,0,0,0,84,2
60 ml,3400,12/10/2017,35.76,0,48.24,0,0,0,0,0,84,2
60 ml,3500,26/10/2017,35.74,0,48.26,0,0,0,0,0,84,2
60 ml,1710,05/10/2017,38.64,0,45.36,0,0,0,0,0,84,2
60 ml,3400,24/10/2017,35.76,0,48.24,0,0,0,0,0,84,2
60 ml,1710,28/10/2017,38.64,0,45.36,0,0,0,0,0,84,2
60 ml,1560,15/10/2017,37.0832,0,46.9168,0,0,0,0,0,84,2
60 ml,3400,30/10/2017,35.76,0,48.24,0,0,0,0,0,84,2
50 ml,8740,07/10/2017,40.68,0,43.32,0,0,0,0,0,84,2
118 ml,6200,29/10/2017,33.3,0,48.7,0,0,0,0,0,82,2
118 ml,6200,25/10/2017,33.3,0,48.7,0,0,0,0,0,82,2
118 ml,6200,28/10/2017,33.3,0,48.7,0,0,0,0,0,82,2
Clear Acne Body Spray 2% BHA (Salicylic Acid),6240,02/10/2017,30.82,0,51.18,0,0,0,0,0,82,2
Sun Care Sunscreen Spray SPF 43,2330,27/10/2017,30.82,0,51.18,0,0,0,0,0,82,2
118 ml,6200,09/10/2017,33.3,0,48.7,0,0,0,0,0,82,2
118 ml,6200,07/10/2017,33.3,0,48.7,0,0,0,0,0,82,2
Clear Acne Body Spray 2% BHA (Salicylic Acid),6240,08/10/2017,30.82,0,51.18,0,0,0,0,0,82,2
177 ml,6002,27/10/2017,23.9937,0,57.0063,0,0,0,0,0,81,3
177 ml,6002,11/10/2017,23.9823,0,57.0177,0,0,0,0,0,81,3
177 ml,6002,26/10/2017,23.9937,0,57.0063,0,0,0,0,0,81,3
30 ml,2017,26/10/2017,13.92,0,64.08,0,0,0,0,0,78,6
60 ml,7690,23/10/2017,40.68,0,36.12,0,0,0,0,0,76.8,2
15 ml,7870,30/10/2017,31.4845,0,44.5155,0,0,0,0,0,76,1
Resist Skin Firming Line Minimizer,7910,06/10/2017,62.5316,0,13.4684,0,0,0,0,0,76,1
15 ml,7870,22/10/2017,31.4845,0,44.5155,0,0,0,0,0,76,1
15 ml,7870,08/10/2017,31.1394,0,44.8606,0,0,0,0,0,76,1
118 ml,7780,07/10/2017,29.6,0,46.4,0,0,0,0,0,76,2
Resist Skin Firming Line Minimizer,7910,13/10/2017,62.5316,0,13.4684,0,0,0,0,0,76,1
15 ml,7870,12/10/2017,31.1394,0,44.8606,0,0,0,0,0,76,1
15 ml,7870,04/10/2017,31.1394,0,44.8606,0,0,0,0,0,76,1
118 ml,7780,29/10/2017,29.6,0,46.4,0,0,0,0,0,76,2
15 ml,7870,20/10/2017,31.4845,0,44.5155,0,0,0,0,0,76,1
15 ml,7870,21/10/2017,31.4845,0,44.5155,0,0,0,0,0,76,1
118 ml,7670,12/10/2017,29.6,0,46.4,0,0,0,0,0,76,2
118 ml,7670,04/10/2017,29.6,0,46.4,0,0,0,0,0,76,2
118 ml,7670,05/10/2017,29.6,0,46.4,0,0,0,0,0,76,2
15 ml,7870,05/10/2017,31.1394,0,44.8606,0,0,0,0,0,76,1
Resist Skin Firming Line Minimizer,7910,29/10/2017,62.5316,0,13.4684,0,0,0,0,0,76,1
15 ml,7870,16/10/2017,62.969,0,13.031,0,0,76,0,0,76,2
15 ml,7687,19/10/2017,15.028,0,59.972,0,0,0,0,0,75,5
60 ml,7760,31/10/2017,40.6362,0,33.7638,0,0,0,0,0,74.4,2
118 ml,2800,23/10/2017,29.6,0,44.4,0,0,0,0,0,74,2
20 ml,7860,01/10/2017,27.8941,0,46.1059,0,0,0,0,0,74,1
20 ml,7860,15/10/2017,28.1583,0,45.8417,0,0,0,0,0,74,1
20 ml,7860,22/10/2017,28.1583,0,45.8417,0,0,0,0,0,74,1
20 ml,7860,08/10/2017,27.8941,0,46.1059,0,0,0,0,0,74,1
190 ml,7830,20/10/2017,23.44,0,48.56,0,0,0,0,0,72,2
190 ml,7830,09/10/2017,23.44,0,48.56,0,0,0,0,0,72,2
190 ml,7600,02/10/2017,28.9758,0,43.0242,0,0,0,0,0,72,2
30 ml,3600,13/10/2017,38.8456,0,33.1544,0,0,0,0,0,72,2
60 ml,8730,31/10/2017,35.76,0,36.24,0,0,0,0,0,72,2
190 ml,7830,16/10/2017,35.16,0,36.84,0,0,36,0,0,72,3
190 ml,7830,19/10/2017,23.44,0,48.56,0,0,0,0,0,72,2
190 ml,7830,14/10/2017,23.44,0,48.56,0,0,0,0,0,72,2
190 ml,7830,24/10/2017,23.44,0,48.56,0,0,0,0,0,72,2
190 ml,7830,30/10/2017,23.44,0,48.56,0,0,0,0,0,72,2
30 ml,3600,21/10/2017,38.8456,0,33.1544,0,0,0,0,0,72,2
190 ml,7600,23/10/2017,28.9758,0,43.0242,0,0,0,0,0,72,2
190 ml,7600,08/10/2017,28.9758,0,43.0242,0,0,0,0,0,72,2
30 ml,3600,28/10/2017,38.8456,0,33.1544,0,0,0,0,0,72,2
148 ml,8510,01/10/2017,29.6,0,40.4,0,0,0,0,0,70,2
200 ml,8500,06/10/2017,22.2,0,45.8,0,0,0,0,0,68,2
237 ml,1150,31/10/2017,22.2,0,45.8,0,0,0,0,0,68,2
118 ml,9160,02/10/2017,25.9,0,42.1,0,0,0,0,0,68,2
237 ml,1150,01/10/2017,22.2,0,45.8,0,0,0,0,0,68,2
30 ml,7960,12/10/2017,27.3174,0,40.6826,0,0,0,0,0,68,1
30 ml,7960,16/10/2017,27.3174,0,40.6826,0,0,0,0,0,68,1
20 ml,7770,10/10/2017,29.9133,0,38.0867,0,0,0,0,0,68,1
30 ml,7960,21/10/2017,27.3174,0,40.6826,0,0,0,0,0,68,1
190 ml,1350,09/10/2017,25.9,0,42.1,0,0,0,0,0,68,2
190 ml,1350,21/10/2017,25.9,0,42.1,0,0,0,0,0,68,2
30 ml,7960,25/10/2017,27.3174,0,40.6826,0,0,0,0,0,68,1
20 ml,7770,18/10/2017,30.1488,0,37.8512,0,0,0,0,0,68,1
237 ml,1150,13/10/2017,22.2,0,45.8,0,0,0,0,0,68,2
20 ml,7770,17/10/2017,30.1488,0,37.8512,0,0,0,0,0,68,1
30 ml,7960,27/10/2017,27.3174,0,40.6826,0,0,0,0,0,68,1
30 ml,7960,29/10/2017,27.3174,0,40.6826,0,0,0,0,0,68,1
237 ml,1150,27/10/2017,22.2,0,45.8,0,0,0,0,0,68,2
237 ml,1100,28/10/2017,22.18,0,45.82,0,0,0,0,0,68,2
118 ml,9120,12/10/2017,25.9,0,42.1,0,0,0,0,0,68,2
190 ml,1350,24/10/2017,25.9,0,42.1,0,0,0,0,0,68,2
190 ml,1250,15/10/2017,25.9,0,42.1,0,0,0,0,0,68,2
190 ml,1250,11/10/2017,25.9,0,42.1,0,0,0,0,0,68,2
30 ml,7960,22/10/2017,27.3174,0,40.6826,0,0,0,0,0,68,1
200 ml,8500,31/10/2017,22.2,0,45.8,0,0,0,0,0,68,2
30 ml,7960,23/10/2017,27.3174,0,40.6826,0,0,0,0,0,68,1
20 ml,7770,21/10/2017,30.1488,0,37.8512,0,0,0,0,0,68,1
30 ml,7960,20/10/2017,27.3174,0,40.6826,0,0,0,0,0,68,1
118 ml,9120,27/10/2017,25.9,0,42.1,0,0,0,0,0,68,2
30 ml,7960,10/10/2017,27.3174,0,40.6826,0,0,0,0,0,68,1
190 ml,1350,30/10/2017,25.9,0,42.1,0,0,0,0,0,68,2
30 ml,7960,11/10/2017,27.3174,0,40.6826,0,0,0,0,0,68,1
20 ml,7770,26/10/2017,30.1488,0,37.8512,0,0,0,0,0,68,1
20 ml,7770,30/10/2017,30.1488,0,37.8512,0,0,0,0,0,68,1
60 ml,1460,23/10/2017,35.76,0,31.44,0,0,0,0,0,67.2,2
8.4 ml,7730,09/10/2017,26.51,0,34.49,0,0,0,0,0,61,1
20 ml,7980,13/10/2017,25.8099,0,35.1901,0,0,0,0,0,61,1
8.4 ml,7730,17/10/2017,26.51,0,34.49,0,0,0,0,0,61,1
8.4 ml,7730,25/10/2017,26.51,0,34.49,0,0,0,0,0,61,1
20 ml,7980,17/10/2017,25.848,0,35.152,0,0,0,0,0,61,1
8.4 ml,7730,30/10/2017,26.51,0,34.49,0,0,0,0,0,61,1
8.4 ml,7730,29/10/2017,26.51,0,34.49,0,0,0,0,0,61,1
8.4 ml,7730,11/10/2017,26.51,0,34.49,0,0,0,0,0,61,1
8.4 ml,7730,03/10/2017,26.51,0,34.49,0,0,0,0,0,61,1
8.4 ml,7730,24/10/2017,26.51,0,34.49,0,0,0,0,0,61,1
20 ml,7980,25/10/2017,25.848,0,35.152,0,0,0,0,0,61,1
20 ml,7980,26/10/2017,25.848,0,35.152,0,0,0,0,0,61,1
20 ml,7980,10/10/2017,25.8099,0,35.1901,0,0,0,0,0,61,1
148 ml,2320,28/10/2017,29.2856,0,30.7144,0,0,0,0,0,60,2
177 ml,8700,16/10/2017,19.74,0,40.26,0,0,0,0,0,60,2
30 ml,7710,30/10/2017,25.8825,0,34.1175,0,0,0,0,0,60,1
30 ml,7710,21/10/2017,25.8825,0,34.1175,0,0,0,0,0,60,1
30 ml,7710,11/10/2017,25.7931,0,34.2069,0,0,0,0,0,60,1
30 ml,7710,14/10/2017,25.8825,0,34.1175,0,0,0,0,0,60,1
148 ml,2320,27/10/2017,29.2856,0,30.7144,0,0,0,0,0,60,2
Exra Strength Acne Trial Kit,4757,25/10/2017,22.6702,0,37.3298,0,0,0,0,0,60,2
30 ml,7827,19/10/2017,12.356,0,47.644,0,0,0,0,0,60,4
30 ml,7710,01/10/2017,25.7931,0,34.2069,0,0,0,0,0,60,1
67 ml,6110,28/10/2017,23.2246,0,36.7754,0,0,0,0,0,60,2
177 ml,8700,07/10/2017,19.74,0,40.26,0,0,0,0,0,60,2
30 ml,7710,15/10/2017,25.8825,0,34.1175,0,0,0,0,0,60,1
Exra Strength Acne Trial Kit,4757,30/10/2017,22.6702,0,37.3298,0,0,0,0,0,60,2
30 ml,7710,04/10/2017,25.7931,0,34.2069,0,0,0,0,0,60,1
30 ml,7710,22/10/2017,25.8825,0,34.1175,0,0,0,0,0,60,1
148 ml,2320,08/10/2017,38.1662,0,21.8338,0,0,0,0,0,60,2
177 ml,8700,28/10/2017,19.74,0,40.26,0,0,0,0,0,60,2
30 ml,7710,07/10/2017,25.7931,0,34.2069,0,0,0,0,0,60,1
148 ml,2320,02/10/2017,38.1662,0,21.8338,0,0,0,0,0,60,2
30 ml,7710,29/10/2017,25.8825,0,34.1175,0,0,0,0,0,60,1
30 ml,7710,05/10/2017,25.7931,0,34.2069,0,0,0,0,0,60,1
Sachet,7969,21/10/2017,11.7,0,48.3,0,0,0,0,0,60,30
67 ml,6110,31/10/2017,23.2246,0,36.7754,0,0,0,0,0,60,2
Resist Omega+ Complex,2130,10/10/2017,23.9557,0,35.0443,0,0,0,0,0,59,1
Resist Omega+ Complex,2130,24/10/2017,23.9557,0,35.0443,0,0,0,0,0,59,1
Resist Omega+ Complex,2130,01/10/2017,23.9557,0,35.0443,0,0,0,0,0,59,1
Resist Omega+ Complex,2130,12/10/2017,23.9557,0,35.0443,0,0,0,0,0,59,1
Resist Omega+ Complex,2130,06/10/2017,23.9557,0,35.0443,0,0,0,0,0,59,1
Resist Omega+ Complex,2130,02/10/2017,23.9557,0,35.0443,0,0,0,0,0,59,1
Resist Omega+ Complex,2130,27/10/2017,23.9557,0,35.0443,0,0,0,0,0,59,1
Resist Omega+ Complex,2130,04/10/2017,23.9557,0,35.0443,0,0,0,0,0,59,1
Resist Omega+ Complex,2130,26/10/2017,23.9557,0,35.0443,0,0,0,0,0,59,1
Resist Omega+ Complex,2130,11/10/2017,23.9557,0,35.0443,0,0,0,0,0,59,1
Resist Omega+ Complex,2130,19/10/2017,23.9557,0,35.0443,0,0,0,0,0,59,1
Resist Omega+ Complex,2130,13/10/2017,23.9557,0,35.0443,0,0,0,0,0,59,1
Resist Omega+ Complex,2130,15/10/2017,47.9114,0,11.0886,0,0,59,0,0,59,2
50ml,2760,20/10/2017,22.19,0,35.81,0,0,0,0,0,58,1
Resist Trial Kit for Wrinkles & Breakouts,4127,14/10/2017,13.8448,0,44.1552,0,0,0,0,0,58,1
67 ml,6100,31/10/2017,22.0138,0,35.9862,0,0,0,0,0,58,2
67 ml,6100,26/10/2017,22.0138,0,35.9862,0,0,0,0,0,58,2
50ml,2760,03/10/2017,22.19,0,35.81,0,0,0,0,0,58,1
50ml,2760,05/10/2017,22.19,0,35.81,0,0,0,0,0,58,1
50ml,2760,16/10/2017,22.19,0,35.81,0,0,0,0,0,58,1
Resist Trial Kit for Wrinkles & Breakouts,4127,07/10/2017,13.8448,0,44.1552,0,0,0,0,0,58,1
50ml,2760,29/10/2017,22.19,0,35.81,0,0,0,0,0,58,1
50ml,2760,25/10/2017,22.19,0,35.81,0,0,0,0,0,58,1
Resist Trial Kit for Wrinkles & Breakouts,4127,31/10/2017,13.8448,0,44.1552,0,0,0,0,0,58,1
Resist Trial Kit for Wrinkles & Breakouts,4127,05/10/2017,13.8448,0,44.1552,0,0,0,0,0,58,1
50ml,2760,27/10/2017,22.19,0,35.81,0,0,0,0,0,58,1
50ml,2760,17/10/2017,22.19,0,35.81,0,0,0,0,0,58,1
Resist Anti-Aging Lip Gloss SPF 40 Sheer Pink,92076,06/10/2017,22.2,0,35.8,0,0,0,0,0,58,2
50ml,2760,08/10/2017,22.19,0,35.81,0,0,0,0,0,58,1
Resist Trial Kit for Wrinkles & Breakouts,4127,19/10/2017,13.8448,0,44.1552,0,0,0,0,0,58,1
Resist Trial Kit for Wrinkles & Breakouts,4127,29/10/2017,13.8448,0,44.1552,0,0,0,0,0,58,1
50ml,2760,18/10/2017,22.19,0,35.81,0,0,0,0,0,58,1
429 ml,5000,07/10/2017,20.7134,0,37.2866,0,0,0,0,0,58,2
Refreshing Moisture Mist,2150,06/10/2017,33.3,0,23.7,0,0,19,0,0,57,2
20 ml,7840,03/10/2017,20.1267,0,35.8733,0,0,0,0,0,56,1
20 ml,7840,25/10/2017,20.1267,0,35.8733,0,0,0,0,0,56,1
20 ml,7840,09/10/2017,20.1267,0,35.8733,0,0,0,0,0,56,1
20 ml,7840,04/10/2017,20.1267,0,35.8733,0,0,0,0,0,56,1
20 ml,7840,29/10/2017,20.1267,0,35.8733,0,0,0,0,0,56,1
30 ml,7640,26/10/2017,23.43,0,31.57,0,0,0,0,0,55,1
60 ml,7650,08/10/2017,22.19,0,32.81,0,0,0,0,0,55,1
30 ml,7740,23/10/2017,23.3611,0,31.6389,0,0,0,0,0,55,1
30 ml,7740,26/10/2017,23.3611,0,31.6389,0,0,0,0,0,55,1
60 ml,7650,24/10/2017,22.19,0,32.81,0,0,0,0,0,55,1
60 ml,7650,19/10/2017,22.19,0,32.81,0,0,0,0,0,55,1
60 ml,7650,29/10/2017,22.19,0,32.81,0,0,0,0,0,55,1
60 ml,7650,01/10/2017,22.19,0,32.81,0,0,0,0,0,55,1
30 ml,7740,30/10/2017,23.3611,0,31.6389,0,0,0,0,0,55,1
44 ml,7790,23/10/2017,22.1838,0,32.8162,0,0,0,0,0,55,1
44 ml,7790,31/10/2017,22.1838,0,32.8162,0,0,0,0,0,55,1
30 ml,7740,06/10/2017,23.3611,0,31.6389,0,0,0,0,0,55,1
44 ml,7790,02/10/2017,22.1796,0,32.8204,0,0,0,0,0,55,1
60 ml,7650,26/10/2017,22.19,0,32.81,0,0,0,0,0,55,1
44 ml,7790,30/10/2017,22.1838,0,32.8162,0,0,0,0,0,55,1
30 ml,7740,27/10/2017,23.3611,0,31.6389,0,0,0,0,0,55,1
Resist Advanced Pore-Refining Treatment 4% BHA (Salicylic Acid),7791,17/10/2017,22.19,0,32.81,0,0,0,0,0,55,1
30 ml,7740,16/10/2017,23.3611,0,31.6389,0,0,0,0,0,55,1
30 ml,7740,11/10/2017,23.3611,0,31.6389,0,0,0,0,0,55,1
30 ml,7640,23/10/2017,23.43,0,31.57,0,0,0,0,0,55,1
Resist Advanced Pore-Refining Treatment 4% BHA (Salicylic Acid),7791,24/10/2017,22.19,0,32.81,0,0,0,0,0,55,1
44 ml,7790,06/10/2017,22.1796,0,32.8204,0,0,0,0,0,55,1
44 ml,7790,07/10/2017,22.1796,0,32.8204,0,0,0,0,0,55,1
44 ml,7790,03/10/2017,22.1796,0,32.8204,0,0,0,0,0,55,1
60 ml,7650,16/10/2017,22.19,0,32.81,0,0,0,0,0,55,1
44 ml,7790,28/10/2017,22.1838,0,32.8162,0,0,0,0,0,55,1
Resist Advanced Pore-Refining Treatment 4% BHA (Salicylic Acid),7791,18/10/2017,22.19,0,32.81,0,0,0,0,0,55,1
60 ml,7650,15/10/2017,22.19,0,32.81,0,0,0,0,0,55,1
60 ml,7650,27/10/2017,22.19,0,32.81,0,0,0,0,0,55,1
30 ml,7640,01/10/2017,23.43,0,31.57,0,0,0,0,0,55,1
60 ml,7650,14/10/2017,22.19,0,32.81,0,0,0,0,0,55,1
30 ml,7740,10/10/2017,23.3611,0,31.6389,0,0,0,0,0,55,1
Resist Advanced Pore-Refining Treatment 4% BHA (Salicylic Acid),7791,29/10/2017,22.19,0,32.81,0,0,0,0,0,55,1
30 ml,7640,21/10/2017,23.43,0,31.57,0,0,0,0,0,55,1
60 ml,7650,10/10/2017,22.19,0,32.81,0,0,0,0,0,55,1
30 ml,7740,17/10/2017,23.3611,0,31.6389,0,0,0,0,0,55,1
30 ml,7740,14/10/2017,23.3611,0,31.6389,0,0,0,0,0,55,1
Resist Advanced Pore-Refining Treatment 4% BHA (Salicylic Acid),7791,23/10/2017,22.19,0,32.81,0,0,0,0,0,55,1
30 ml,7640,20/10/2017,23.43,0,31.57,0,0,0,0,0,55,1
30 ml,7640,05/10/2017,23.43,0,31.57,0,0,0,0,0,55,1
30 ml,7740,22/10/2017,23.3611,0,31.6389,0,0,0,0,0,55,1
44 ml,7790,16/10/2017,22.1838,0,32.8162,0,0,0,0,0,55,1
44 ml,7790,01/10/2017,22.1796,0,32.8204,0,0,0,0,0,55,1
Resist Advanced Pore-Refining Treatment 4% BHA (Salicylic Acid),7791,19/10/2017,22.19,0,32.81,0,0,0,0,0,55,1
30 ml,7740,08/10/2017,23.3611,0,31.6389,0,0,0,0,0,55,1
118 ml,9120,23/10/2017,25.9,0,28.5,0,0,0,0,0,54.4,2
190 ml,1350,23/10/2017,25.9,0,28.5,0,0,0,0,0,54.4,2
177 ml,6002,09/10/2017,15.9882,0,38.0118,0,0,0,0,0,54,2
177 ml,6002,14/10/2017,15.992,0,38.008,0,0,0,0,0,54,2
177 ml,6002,04/10/2017,15.9882,0,38.0118,0,0,0,0,0,54,2
177 ml,6002,19/10/2017,15.9958,0,38.0042,0,0,0,0,0,54,2
177 ml,6002,01/10/2017,15.9882,0,38.0118,0,0,0,0,0,54,2
177 ml,6002,24/10/2017,15.9958,0,38.0042,0,0,0,0,0,54,2
30 ml,7720,07/10/2017,20.3684,0,32.6316,0,0,0,0,0,53,1
